osm_id|name|category|type|lon|lat|alt_name|int_name|street|housenumber|postcode|city|country|phone|fax|email|website|opening_hours|description|image|last_update|operator|wikipedia|wkt
N2923898499|Boutique G|SHOP|CONVENIENCE|19.8057015|39.7930096||||||||||||||||||POINT(19.8057015 39.7930096)
N2923898500|Kormoranos|FOOD|BAR|19.8076923|39.7937657||||||||||||||||||POINT(19.8076923 39.7937657)
N2923918201|Mini market|SHOP|CONVENIENCE|19.8074907|39.7937265||||||||||||||||||POINT(19.8074907 39.7937265)
N2923918202|Nefeli|FOOD|RESTAURANT|19.8072372|39.7935023||||||||||||||||||POINT(19.8072372 39.7935023)
N2923918422|12 Gods|FOOD|CAFE|19.805759|39.7930543||||||||||||||||||POINT(19.805759 39.7930543)
N2923918430|Gong|SHOP|CLOTHES|19.8060418|39.7931813||||||||||||||||||POINT(19.8060418 39.7931813)
N2923920970|Tutti frutti|SHOP|GREENGROCER|19.8173627|39.7919585||||||||||||||||||POINT(19.8173627 39.7919585)
N2924593639|Alex's|FOOD|RESTAURANT|19.8096006|39.7946031||||||||||||||||||POINT(19.8096006 39.7946031)
N2924906428|Beach Front Salvanos|ACCOMMODATION|HOTEL|19.8082525|39.7938846||||||||+30-26630-63289|+30-26630-63426|info@beachfrontsalvanos.com|http://www.beachfrontsalvanos.com/|||||||POINT(19.8082525 39.7938846)
N2925080119|Αφρός Ταβέρνα|FOOD|CAFE|19.8102132|39.7948966|||||49081|||2663063501||||||||||POINT(19.8102132 39.7948966)
N2925080120|Alex's Taverna|FOOD|RESTAURANT|19.8096667|39.7946612||||||||||||||||||POINT(19.8096667 39.7946612)
N2925080122|Elena Apartment|ACCOMMODATION|HOTEL|19.8059033|39.7903847||||||||+30-26630-64360||elena@corfusites.com|http://www.corfusites.com/Elena/|||||||POINT(19.8059033 39.7903847)
N2925080123|Faros|FOOD|RESTAURANT|19.8105472|39.7950322||||||||||||||||||POINT(19.8105472 39.7950322)
N2925080124|S-bikes|SHOP|BICYCLE|19.8068674|39.7886143||||||||||||||||||POINT(19.8068674 39.7886143)
N2925080125|Woody's|FOOD|RESTAURANT|19.8106652|39.7950466||||||||||||||||||POINT(19.8106652 39.7950466)
N2925167715|Almar|FOOD|CAFE|19.8175808|39.793219||||||||||||||||||POINT(19.8175808 39.793219)
N2925167716|Annabelle's|SHOP|GIFT|19.8143397|39.7912378||||||||||||||||||POINT(19.8143397 39.7912378)
N2925167717|Central|FOOD|RESTAURANT|19.8164396|39.7924308||||||||||||||||||POINT(19.8164396 39.7924308)
N2925167718|Corfu Spirit|SHOP|CONVENIENCE|19.8166019|39.7921479||||||||||||||||||POINT(19.8166019 39.7921479)
N2925167719|Cube|TOURIST|NIGHTCLUB|19.8168032|39.7927044||||||||||||||||||POINT(19.8168032 39.7927044)
N2925167720|Dive Easy|SHOP|DEPARTMENTSTORE|19.8136047|39.7907459||||||||+30-26630-29350|||http://www.divecorfu.com/|||||||POINT(19.8136047 39.7907459)
N2925167721|enterprise |TRANSPORT|RENTALCAR|19.816737|39.792626||||||Acharavi||||||||||||POINT(19.816737 39.792626)
N2925167722|Hertz|TRANSPORT|RENTALCAR|19.8174458|39.7931088||||||||||||08:30-13:00,18:00-20:00||||||POINT(19.8174458 39.7931088)
N2925167723|Internet cafe|FOOD|CAFE|19.8159391|39.7921699||||||||||||||||||POINT(19.8159391 39.7921699)
N2925167724|Ippocrates Apartments|ACCOMMODATION|HOTEL|19.8108222|39.7948718||||||||||||||||||POINT(19.8108222 39.7948718)
N2925167725|Istros|FOOD|CAFE|19.8144757|39.7910131||||||||||||||||||POINT(19.8144757 39.7910131)
N2925167726|Καζιάνης|SHOP|SUPERMARKET|19.815894|39.7915828||Kazianis||||||||||||||||POINT(19.815894 39.7915828)
N2925167727|Kostas|TRANSPORT|RENTALCAR|19.8165701|39.7921216|||||||||||||Moto for rent|||||POINT(19.8165701 39.7921216)
N2925167729|Mythos|FOOD|BAR|19.8173598|39.7930419||||||||||||||||||POINT(19.8173598 39.7930419)
N2925167730|Natura|SHOP|CONVENIENCE|19.8160282|39.7921397||||||||||||||||||POINT(19.8160282 39.7921397)
N2925167731|Oneipo|SHOP|GIFT|19.8147886|39.7913645||||||||||||10:00-14:00,17:00-21:00||||||POINT(19.8147886 39.7913645)
N2925167733|Pitta house|FOOD|FASTFOOD|19.818061|39.793507||||||Acharavi||||||||||||POINT(19.818061 39.793507)
N2925167736|Tet a Tet|FOOD|CAFE|19.8165794|39.7925231||||||||||||||||||POINT(19.8165794 39.7925231)
N2925167745|Star|SHOP|CLOTHES|19.8146683|39.791339||||||||||||||||||POINT(19.8146683 39.791339)
N2926269968|Angelos|FOOD|FASTFOOD|19.8156112|39.7914025||||||||||||||||||POINT(19.8156112 39.7914025)
N2926269970|Cheap shop|SHOP|CONVENIENCE|19.8178255|39.7929854||||||||||||||||||POINT(19.8178255 39.7929854)
N2926269971|Dala's|SHOP|JEWELRY|19.8142415|39.7909502||||||||||||||||||POINT(19.8142415 39.7909502)
N2926269972|Lollas|SHOP|TOBACCO|19.818026|39.7934823||||||||||||||||||POINT(19.818026 39.7934823)
N2926269973|Alfa Mini Market|SHOP|CONVENIENCE|19.8170192|39.7924269||||||||||||06:00-22:00||||||POINT(19.8170192 39.7924269)
N2926269974|Zoyzoynia|SHOP|TOYS|19.8179578|39.7931162||||||||||||||||||POINT(19.8179578 39.7931162)
N2926270610|Βιβλιοπολείο Διάπλαση|SHOP|BOOK|19.8179174|39.7930716||||||||||||||||||POINT(19.8179174 39.7930716)
N2926270614|Kafeneio|FOOD|CAFE|19.8182275|39.7932425|||||49081|Acharavi||||||||||||POINT(19.8182275 39.7932425)
N2928992358|Pink Palace|ACCOMMODATION|HOTEL|19.8529229|39.5491116||||||||||||||||||POINT(19.8529229 39.5491116)
N2932340176|Seafront Apartments|ACCOMMODATION|HOTEL|20.1075647|39.3911458|||Kavos Strip||49080|Kavos||+30 26620 61250|||http://www.seafrontapts.com|||||||POINT(20.1075647 39.3911458)
N2933240610|Hot Spot|FOOD|BAR|19.9220513|39.7896387||||||||||||||||||POINT(19.9220513 39.7896387)
N2933242380|Oassis|ACCOMMODATION|HOTEL|19.9211054|39.7901122||||||||||||||||||POINT(19.9211054 39.7901122)
N2934839096|Παλιές Σινιές|POI|HAMLET|19.8820245|39.7442621||Palies Sinies||||||||||||||||POINT(19.8820245 39.7442621)
N2935875595|Paramonas Hotel|ACCOMMODATION|HOTEL|19.8537438|39.5011748|||ParamonasBeach|1||Corfu||00302661076595||||||||Merianos S.A.||POINT(19.8537438 39.5011748)
N2951442195|Kalimera|FOOD|CAFE|19.8529341|39.5469665||||||||||||||||||POINT(19.8529341 39.5469665)
N2951442197|Robin's Nest|FOOD|BAR|19.8526165|39.5468167||||||||||||||||||POINT(19.8526165 39.5468167)
N2957016210|Anastasis Cafe|FOOD|CAFE|19.7099662|39.6812148||||||||||||||||||POINT(19.7099662 39.6812148)
N2957016211|Idea|FOOD|RESTAURANT|19.702716|39.672642||||||||(+30) 26630 41407||info@lanostraidea.com|http://www.lanostraidea.com|Jun-Aug||||||POINT(19.702716 39.672642)
N2959096185|Veranda|FOOD|RESTAURANT|19.6967558|39.6795255||||||||||||||||||POINT(19.6967558 39.6795255)
N2966504948|Athena|ACCOMMODATION|HOTEL|19.6812208|39.7171083||||||||||||||||||POINT(19.6812208 39.7171083)
N2975426641|Kostas Apartments|ACCOMMODATION|HOTEL|19.6838242|39.7172504||||||||||||||||||POINT(19.6838242 39.7172504)
N2976361627|Paraskevi Apartments|ACCOMMODATION|HOTEL|19.8282046|39.6965655|||Ipsos - Analipsi||49083|Corfu||+302661097992|||http://paraskeviapartments.wix.com/corfu|||||||POINT(19.8282046 39.6965655)
N2978302613|Church of Saint Gordios|POW|CHRISTIAN|19.8507201|39.545992||||||||||||||||||POINT(19.8507201 39.545992)
N299582667|Περίθεια|POI|VILLAGE|19.8703558|39.8016527|||||49100|||||||||||||POINT(19.8703558 39.8016527)
N2997569491|Anemos|FOOD|RESTAURANT|19.6592518|39.7213317||||||||||||||||||POINT(19.6592518 39.7213317)
N2997574717|Alkion|ACCOMMODATION|HOTEL|19.6813027|39.7165887||||||||||||||||||POINT(19.6813027 39.7165887)
N299823907|Κασσιόπη|POI|VILLAGE|19.9220526|39.7891062|Kassiopi|Kassiopi||||||||||||||||POINT(19.9220526 39.7891062)
N300074054|Παλιά Περίθεια|POI|HAMLET|19.8754719|39.7645526|||||49100|||||||||||||POINT(19.8754719 39.7645526)
N300076533|Άγιος Στέφανος|POI|VILLAGE|19.9475015|39.7667613|||||49100|||||||||||||POINT(19.9475015 39.7667613)
N3014136872|Hotel Marida|ACCOMMODATION|HOTEL|19.8481564|39.6162177||||||||||||||||||POINT(19.8481564 39.6162177)
N3014138113|Kidonakia|ACCOMMODATION|CHALET|19.8485928|39.6152425||||||||||||||||||POINT(19.8485928 39.6152425)
N3014148681|Kosta's Taverna|FOOD|RESTAURANT|19.848455|39.6157815||||||||||||||||||POINT(19.848455 39.6157815)
N3024174046|Markato|SHOP|SUPERMARKET|19.8933891|39.614462||||||||||||||||||POINT(19.8933891 39.614462)
N3025741774|TT Hellenic Postbank|MONEY|BANK|19.9166079|39.6225928|||Ιωάννου Θεοτόκη|||||||||Mo-Th 08:00-14:30; Fr 08:00-14:00; ||||||POINT(19.9166079 39.6225928)
N3025781846|Grill House|FOOD|FASTFOOD|19.8502964|39.5468753||||||||||||||||||POINT(19.8502964 39.5468753)
N3025781850|Alex's Super Market|SHOP|CONVENIENCE|19.8541282|39.5476178||||||||||||||||||POINT(19.8541282 39.5476178)
N3036651447|Taverna Oasis|FOOD|BAR|19.7250774|39.6759549||||||||||||||||||POINT(19.7250774 39.6759549)
N3040609533|Γλυφά|POI|HAMLET|19.8832331|39.7238343|||||49081|||||||||||||POINT(19.8832331 39.7238343)
N3040633388|Art Studios Benitses|ACCOMMODATION|HOTEL|19.9123412|39.5420521||||||||+30 6944555769, +30 6947374851|||http://benitses-artstudios.com/|||||||POINT(19.9123412 39.5420521)
N3040693813|Deseo|FOOD|CAFE|19.9187911|39.6215349||||||||||||||||||POINT(19.9187911 39.6215349)
N3048629930|Antigoni's Appartments|ACCOMMODATION|HOTEL|19.8144405|39.7945567||||||||||antigoni.apts@yahoo.gr|http://www.booking.com/hotel/gr/antigoni-s-apts.ru.html|||||||POINT(19.8144405 39.7945567)
N3048629931|Maistro|FOOD|RESTAURANT|19.8128277|39.7961314||||||||||||||||||POINT(19.8128277 39.7961314)
N3048667689|Loutses cave|POI|CAVE|19.8903421|39.7769871||||||||||||||||||POINT(19.8903421 39.7769871)
N3048673197|Serbian soldiers monument|TOURIST|MEMORIAL|19.8965869|39.4761841||||||||||||||||||POINT(19.8965869 39.4761841)
N3049955940|Vistonia|ACCOMMODATION|HOTEL|19.6777079|39.7189682|||||||||||http://www.vistonia-korfu.de|||||||POINT(19.6777079 39.7189682)
N3084727735|Oceano|FOOD|RESTAURANT|19.9423407|39.4276953||||||||||||||||||POINT(19.9423407 39.4276953)
N3084728935|Shopping Centre|SHOP|SUPERMARKET|19.9432557|39.4275151||||||||||||||||||POINT(19.9432557 39.4275151)
N3086263233|Almyra|FOOD|BAR|19.9425657|39.4274776||||||||||||||||||POINT(19.9425657 39.4274776)
N308802019|Μνημείο Μενεκράτους / Menecrates Tomb|TOURIST|MEMORIAL|19.9192455|39.6168026||||||||||||||||||POINT(19.9192455 39.6168026)
N3089697687|Electra's garden|FOOD|RESTAURANT|20.0047463|39.4473057||||||||||||||||||POINT(20.0047463 39.4473057)
N3089709665|Cheeky Face|FOOD|RESTAURANT|20.0785827|39.4210612||||||||||||||||||POINT(20.0785827 39.4210612)
N3089720645|Maltas beach|TOURIST|BEACH|19.993137|39.4080725||||||||||||||||||POINT(19.993137 39.4080725)
N3089722289|Σκλαβενίτης|SHOP|SUPERMARKET|19.8953295|39.6063914||||||||||||||||||POINT(19.8953295 39.6063914)
N3089722290|Jumbo|SHOP|TOYS|19.8938541|39.6059045||||||||||||||||||POINT(19.8938541 39.6059045)
N3097520754|Coffeeway|FOOD|CAFE|19.9199343|39.6227876||||||||2661042162||||||||||POINT(19.9199343 39.6227876)
N3097524399|Earth cafe|FOOD|CAFE|19.9207782|39.6232606||||||||||||||||||POINT(19.9207782 39.6232606)
N3097533632|artissimo|SHOP|BAKERY|19.9219729|39.6243419||||||||||||||||||POINT(19.9219729 39.6243419)
N3097541312|Land of Corfu|SHOP|SUPERMARKET|19.9220304|39.625195||||||||||||||||||POINT(19.9220304 39.625195)
N3100637336|Jimys Shop|SHOP|GIFT|19.6978792|39.6792782||||||||||||||||||POINT(19.6978792 39.6792782)
N3100647197|Alex|FOOD|RESTAURANT|19.9451931|39.4262042||||||||||||||||||POINT(19.9451931 39.4262042)
N3100647198|Evergreen|FOOD|RESTAURANT|19.9448678|39.4260984||||||||||||24/7||||||POINT(19.9448678 39.4260984)
N3100647200|San Carlos|FOOD|RESTAURANT|19.941988|39.4279239||||||||||||||||||POINT(19.941988 39.4279239)
N3106503733|Bellissimo|FOOD|RESTAURANT|19.920924|39.6252104||||||||||||||||||POINT(19.920924 39.6252104)
N3106693751|British Surgery|HEALTH|DOCTORS|19.8382292|39.6799376||||||||||||||||||POINT(19.8382292 39.6799376)
N3106693752|Palma Boutique Hotel|ACCOMMODATION|HOTEL|19.8377732|39.6807923||||||||||||||||||POINT(19.8377732 39.6807923)
N3107990456|O Mylos|FOOD|RESTAURANT|19.849894|39.6640774||||||||||||||||||POINT(19.849894 39.6640774)
N3109668258|Marilena|ACCOMMODATION|HOTEL|19.8428382|39.7089385||||||||||||||||||POINT(19.8428382 39.7089385)
N3109698391|Palegro|FOOD|RESTAURANT|19.8528735|39.6641205||||||||||||||||||POINT(19.8528735 39.6641205)
N3140536416|Ka.Ni.Le|SHOP|BAKERY|19.8682189|39.7191185||||||||||||||||||POINT(19.8682189 39.7191185)
N3140536417|Melina Bay Boutique Hotel|ACCOMMODATION|HOTEL|19.9218762|39.7907833||||||||||||||||||POINT(19.9218762 39.7907833)
N3140536418|Odyseus|ACCOMMODATION|HOTEL|19.7070558|39.6749181||||||||||||||||||POINT(19.7070558 39.6749181)
N3140544765|Natasa Kourtelesi|HEALTH|PHARMACY|19.7388508|39.6828942||||||||||||||||||POINT(19.7388508 39.6828942)
N3140544784|Nicholas|SHOP|SUPERMARKET|19.8650852|39.7165357||||||||||||||||||POINT(19.8650852 39.7165357)
N3140544907|Virginia's Place|FOOD|RESTAURANT|19.9236822|39.790451||||||||||||||||||POINT(19.9236822 39.790451)
N3140544908|Yannis|SHOP|SUPERMARKET|19.8686789|39.7190223||||||||||||||||||POINT(19.8686789 39.7190223)
N3140544909|xenia|FOOD|RESTAURANT|19.7035081|39.672459||||101||||||||||||||POINT(19.7035081 39.672459)
N3140544910|Δήμητρα Μάρκετ|SHOP|SUPERMARKET|19.9205603|39.7890647||||||||||||||||||POINT(19.9205603 39.7890647)
N3140567695|AB Supermarket|SHOP|SUPERMARKET|19.9015036|39.621695||||||||||||||||||POINT(19.9015036 39.621695)
N3140567696|Corfu Auto Center|SHOP|CAR|19.8461969|39.647733||||||||||||||||||POINT(19.8461969 39.647733)
N3140567697|Dimitra|SHOP|SUPERMARKET|19.90464|39.6209632||||||||||||||||||POINT(19.90464 39.6209632)
N3140567698|Hertz|TRANSPORT|RENTALCAR|19.911901|39.6127247||||||||||||||||||POINT(19.911901 39.6127247)
N3140567699|Jetoil|TRANSPORT|FUEL|19.8849067|39.6306797||||||||||||||||||POINT(19.8849067 39.6306797)
N3140567700|Louis Kerkyra Golf Hotel|ACCOMMODATION|HOTEL|19.8856037|39.6346641||||||||||||||||||POINT(19.8856037 39.6346641)
N3155137425|Bella Mare|ACCOMMODATION|HOTEL|19.9370076|39.7792352|||||||||||http://www.belmare.gr/hotel-location.asp|||||||POINT(19.9370076 39.7792352)
N3179510716|Πολύτεχνο|FOOD|BAR|19.9178656|39.6244244||||||||||||||||||POINT(19.9178656 39.6244244)
N3179510717|Τράπεζα Πειραιώς|MONEY|BANK|19.9040909|39.6212703||||||||||||||||||POINT(19.9040909 39.6212703)
N3181729693|Lunatico|FOOD|CAFE|19.9156503|39.6212064||||||||||||||||||POINT(19.9156503 39.6212064)
N320609243|Μπουράτικα|POI|HAMLET|19.910572|39.7281915||Bouratika||||||||||||||||POINT(19.910572 39.7281915)
N3232233879|BP|TRANSPORT|FUEL|19.89291|39.5910835||||||||||||||||||POINT(19.89291 39.5910835)
N3288633032|Μοναστήρι Παναγίας|TOURIST|RUINS|20.1071817|39.3642724||||||||||||||||||POINT(20.1071817 39.3642724)
N336225233|Μπαρμπάτι|POI|VILLAGE|19.869265|39.718521||Barbati|||49100|||||||||||||POINT(19.869265 39.718521)
N336237285|Αγραφοί|POI|VILLAGE|19.7430469|39.7666411|||||49081|||||||||||||POINT(19.7430469 39.7666411)
N336243434|Επίσκεψη|POI|VILLAGE|19.8173181|39.7592688|||||49100|||||||||||||POINT(19.8173181 39.7592688)
N336243436|Σπαρτύλας|POI|VILLAGE|19.8417707|39.7209575|||||49100|||||||||||||POINT(19.8417707 39.7209575)
N336246111|Corfa Palma Beach|POI|VILLAGE|19.837897|39.6800271||||||||||||||||||POINT(19.837897 39.6800271)
N336246112|AB Food|SHOP|SUPERMARKET|19.8411269|39.7030661||||||||||||||||||POINT(19.8411269 39.7030661)
N336333401|Gas|TRANSPORT|FUEL|19.8456431|39.7083133||||||||||||||||EKO||POINT(19.8456431 39.7083133)
N336334659|Πυργί|POI|HAMLET|19.8439553|39.7084756||Pyrgi|||49083|||||||||||||POINT(19.8439553 39.7084756)
N336335393|Σωκράκι|POI|VILLAGE|19.7930901|39.7176844|||||49083|||||||||||||POINT(19.7930901 39.7176844)
N336335997|Άνω Κορακιάνα|POI|VILLAGE|19.7941806|39.7064184|||||49083|||||||||||||POINT(19.7941806 39.7064184)
N336341038|Παλαιό Φρούριο|TOURIST|CASTLE2|19.9280176|39.6234241||Palaio Frourio|||||||||||||||el.wikipedia.org/wiki/Παλαιό Φρούριο (Κέρκυρα)|POINT(19.9280176 39.6234241)
N336356525|Γλυφάδα|POI|VILLAGE|19.8076974|39.5932485|||||49100|||||||||||||POINT(19.8076974 39.5932485)
N336358284|Πέλεκας|POI|VILLAGE|19.8224957|39.5924944|||||49100|||||||||||||POINT(19.8224957 39.5924944)
N336375934|Γουβιά|POI|VILLAGE|19.8443096|39.6517343||Gouvia|||49100|||||||||||||POINT(19.8443096 39.6517343)
N3377712314|Μονολίθι|FOOD|RESTAURANT|19.8333461|39.7884258||Monolithi||||||||||||||||POINT(19.8333461 39.7884258)
N3442982733|Agioi Pateres|POW|CHRISTIAN|19.9206639|39.624397||||||||||||||||||POINT(19.9206639 39.624397)
N3455798795|Αγία Σοφία|POW|CHRISTIAN|19.9200604|39.6232215||||||||||||||||||POINT(19.9200604 39.6232215)
N3455798806|Εβραϊκή Συναγωγή|POW|JEWISH|19.9192052|39.6241145||||||||||||||||||POINT(19.9192052 39.6241145)
N3457413555|Παναγία Αγγέλων|POW|CHRISTIAN|19.9184136|39.6246226||||||||||||||||||POINT(19.9184136 39.6246226)
N3457413557|Παναγία Αγγέλων|POW|CHRISTIAN|19.9183393|39.624579||||||||||||||||||POINT(19.9183393 39.624579)
N3495616738|Royal boutique|ACCOMMODATION|HOTEL|19.9174852|39.5924258||||||||||||||||||POINT(19.9174852 39.5924258)
N3495616743|DIVANI HOTEL|ACCOMMODATION|HOTEL|19.9223865|39.5985229||||||||||||||||||POINT(19.9223865 39.5985229)
N3495616745|Ariti Hotel|ACCOMMODATION|HOTEL|19.9186019|39.5932029||||||||+30 2661 033885|||http://aritihotel.com/|||||||POINT(19.9186019 39.5932029)
N3495619549|Hellinis|ACCOMMODATION|HOTEL|19.916998|39.593885||||||||||||||||||POINT(19.916998 39.593885)
N3495622952|FLISVOS RESTAURANT|FOOD|RESTAURANT|19.9178804|39.5907722||||||||||||||||||POINT(19.9178804 39.5907722)
N3495626618|NAUTILOS|FOOD|RESTAURANT|19.927708|39.6108167||||||||||||||||||POINT(19.927708 39.6108167)
N3495628232|ANEMOMYLOS|FOOD|RESTAURANT|19.9279628|39.6103311||||||||||||||||||POINT(19.9279628 39.6103311)
N3521972220|Siorra Vittoria Boutique Hotel|ACCOMMODATION|HOTEL|19.9213924|39.6226132||||||||+30 26610 36300|||http://www.siorravittoria.com/|||||||POINT(19.9213924 39.6226132)
N3522001021|Ναός Υπαπαντής|POW|CHRISTIAN|19.920922|39.6268837||||||||||||||||||POINT(19.920922 39.6268837)
N3522001026|Μητροπολιτικός Ναός Υ.Θ. Σπηλιωτίσσης|POW|CHRISTIAN|19.9212047|39.625893||||||||||||||||||POINT(19.9212047 39.625893)
N3524194793|Arias Bay|TOURIST|BEACH|19.9489638|39.7800346||||||||||||||||||POINT(19.9489638 39.7800346)
N3546998298|Captain George|FOOD|RESTAURANT|19.9177714|39.5925094|||Nafsikas|41||Κανονι||+30 694 820 8208||mitropouloua@yahoo.com||Mo-Su 12:00-24:00||||||POINT(19.9177714 39.5925094)
N3547466261|Αγ. Νικόλαος|POW|CHRISTIAN|19.9224694|39.6257247||||||||||||||||||POINT(19.9224694 39.6257247)
N3558575711|Albatros|ACCOMMODATION|HOTEL|19.9291274|39.4830269||||||||||||||||||POINT(19.9291274 39.4830269)
N3558575712|Golden Beach Bar|FOOD|BAR|19.9304455|39.4828357||||||||||||||||||POINT(19.9304455 39.4828357)
N3558576086|Sea Bird|ACCOMMODATION|HOTEL|19.9284525|39.4826302||||||||||||||||||POINT(19.9284525 39.4826302)
N3558576087|Three Stars Village|ACCOMMODATION|HOTEL|19.930563|39.4822846||||||||||||||||||POINT(19.930563 39.4822846)
N3562792761|Yaliskari|FOOD|RESTAURANT|19.8259723|39.5772842||||||||||||||||||POINT(19.8259723 39.5772842)
N3566360354|naftis|FOOD|RESTAURANT|19.8205298|39.5840751||||||||||||||||||POINT(19.8205298 39.5840751)
N3566360356|Pelekas Monastery Resort|FOOD|RESTAURANT|19.8216411|39.5826131||||||||||||||||||POINT(19.8216411 39.5826131)
N3571762693|Pelekas Grill|FOOD|RESTAURANT|19.8215245|39.5917105||||||||||||||||||POINT(19.8215245 39.5917105)
N3572496598|Παναγία Αντιβουνιώτισσα|POW|CHRISTIAN|19.922502|39.6272346||||||||||||||||||POINT(19.922502 39.6272346)
N3581360949|Τράπεζα Ελλάδος|AMENITY|COURT|19.9223024|39.6228128||||||||||||||||||POINT(19.9223024 39.6228128)
N3581361398|REX|FOOD|RESTAURANT|19.9235876|39.6243295||||||||||||||||||POINT(19.9235876 39.6243295)
N3611402835|Marina Pool Bar|FOOD|FASTFOOD|19.8561519|39.547234||||||||||||||||||POINT(19.8561519 39.547234)
N3618335378|Filippas Restaurant|FOOD|RESTAURANT|19.8424324|39.6526055|||||||||||filippas.gr|||||||POINT(19.8424324 39.6526055)
N3620043894|Melodies|FOOD|PUB|19.8426341|39.6527763||||||||||||||||||POINT(19.8426341 39.6527763)
N3623221313|Whispers|TOURIST|NIGHTCLUB|19.8424994|39.6537827||||||||||||||||||POINT(19.8424994 39.6537827)
N3623221825|Wild Rose|FOOD|BAR|19.8422922|39.6545919||||||||||||||||||POINT(19.8422922 39.6545919)
N3623221827|Secret|TOURIST|NIGHTCLUB|19.8426175|39.6538794||||||||||||||||||POINT(19.8426175 39.6538794)
N3628239162|Leftis Romantica|ACCOMMODATION|HOTEL|19.9264205|39.4855932||||||||||||||||||POINT(19.9264205 39.4855932)
N3628239169|Delfinia|ACCOMMODATION|HOTEL|19.9277965|39.4861418||||||||||||||||||POINT(19.9277965 39.4861418)
N3634910015|Flower Villa's|ACCOMMODATION|HOTEL|19.9538664|39.4274451||||||||||||||||||POINT(19.9538664 39.4274451)
N3639581930|Loco|TOURIST|NIGHTCLUB|19.8416226|39.6537949||||||||||||||||||POINT(19.8416226 39.6537949)
N3641341202|Desperados|FOOD|BAR|19.842045|39.6534629||||||||||||||||||POINT(19.842045 39.6534629)
N3641343698|Tzoumerka Grill House|FOOD|RESTAURANT|19.8424567|39.6527817||||||||||||||||||POINT(19.8424567 39.6527817)
N3659905324|Chapel|POW|UNKOWN|19.7723394|39.6124972||||||||||||||||||POINT(19.7723394 39.6124972)
N3659975846|chapel Agios Symeon|POW|CHRISTIAN|19.7334806|39.6830774||||||||||||||||||POINT(19.7334806 39.6830774)
N3673955957|Bella Vista Taverna|FOOD|RESTAURANT|19.9230222|39.4856825||||||||||||||||||POINT(19.9230222 39.4856825)
N3673962187|Caldera Bar|FOOD|BAR|19.9295285|39.4839887||||||||||||||||||POINT(19.9295285 39.4839887)
N3673962188|Barocco Messogi|FOOD|BAR|19.9344158|39.4781811||||||||||||||||||POINT(19.9344158 39.4781811)
N3673962189|Alexakis Taverna|FOOD|RESTAURANT|19.929965|39.4833885||||||||||||||||||POINT(19.929965 39.4833885)
N3673962190|Christina|FOOD|RESTAURANT|19.9343745|39.4774619||||||||||||||||||POINT(19.9343745 39.4774619)
N3673994820|Buddies|FOOD|BAR|19.9247955|39.4844592||||||||||||||||||POINT(19.9247955 39.4844592)
N3673994821|Time Out|FOOD|BAR|19.9247084|39.4806255||||||||||||||||||POINT(19.9247084 39.4806255)
N3673994822|Planet Cafe|FOOD|BAR|19.9246286|39.4834667||||||||||||||||||POINT(19.9246286 39.4834667)
N3673994823|Stavros Taverna|FOOD|RESTAURANT|19.9247642|39.4825128||||||||||||||||||POINT(19.9247642 39.4825128)
N3674033956|Aragorn|ACCOMMODATION|HOTEL|19.9236853|39.48779||||||||||||||||||POINT(19.9236853 39.48779)
N3674033957|Three Stars Village|ACCOMMODATION|HOTEL|19.9263276|39.4910307||||||||||||||||||POINT(19.9263276 39.4910307)
N3674033958|Calimera Miramare Beach and Spa|ACCOMMODATION|HOTEL|19.9273137|39.4912139||||||||||||||||||POINT(19.9273137 39.4912139)
N3678027963|Zefyros Beach Bar|FOOD|BAR|19.9330396|39.4815944||||||||||||||||||POINT(19.9330396 39.4815944)
N3678027964|Levande Beach Bar|FOOD|BAR|19.9321558|39.481927||||||||||||||||||POINT(19.9321558 39.481927)
N3687696868|Taverna Margarita|FOOD|RESTAURANT|19.9296287|39.4838277||||||||||||||||||POINT(19.9296287 39.4838277)
N3688322361|Snack Bar Albatros|FOOD|BAR|19.9297496|39.4835356||||||||||||||||||POINT(19.9297496 39.4835356)
N3688322362|Alexakis|SHOP|CONVENIENCE|19.929821|39.483254||||||||||||||||||POINT(19.929821 39.483254)
N3688478497|Alkionis|FOOD|RESTAURANT|19.9251096|39.4845429||||||||||||||||||POINT(19.9251096 39.4845429)
N3688478498|Jimmys|FOOD|RESTAURANT|19.9252383|39.4848117||||||||||||||||||POINT(19.9252383 39.4848117)
N3688478499|Aquarius|SHOP|GIFT|19.9248554|39.4846538||||||||||||||||||POINT(19.9248554 39.4846538)
N3688489151|Sambas|TRANSPORT|RENTALCAR|19.9250422|39.4838545||||||||||||||||||POINT(19.9250422 39.4838545)
N3688489152|Mamma's Taverna|FOOD|RESTAURANT|19.9251433|39.4839826||||||||||||||||||POINT(19.9251433 39.4839826)
N3688489153|Souvenir Market|SHOP|GIFT|19.9248039|39.483919||||||||||||||||||POINT(19.9248039 39.483919)
N3688551585|Villa Corfiotica|ACCOMMODATION|HOTEL|19.9280077|39.483849||||||||||||||||||POINT(19.9280077 39.483849)
N3688584208|The Village Taverna|FOOD|RESTAURANT|19.9239872|39.4871048||||||||||||||||||POINT(19.9239872 39.4871048)
N3688584209|Corfu Pelagos|ACCOMMODATION|HOTEL|19.9230449|39.4863244||||||||||||||||||POINT(19.9230449 39.4863244)
